tconst,text,genre,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt8254042,Three masked men invade a rich family in their home in broad daylight to steal their money. But nothing is what it appears.,Thriller,movie,Monsters,Monsters,0,2018,\N,97,"Drama,Thriller"
tt8245690,A mysterious visitor to an isolated Appalachian farm proves to be much more than meets the eye.,Thriller,movie,The Remedial,The Remedial,0,2018,\N,48,"Drama,Thriller"
tt8236848,"While caring for his ailing wife, an American engineer in Pakistan stumbles upon a deadly pharmaceutical conspiracy.This is the story of Craig Evans, an American expat living in Karachi, Pakistan. Craig is married to Insiya Zia, a Pakistani doctor. During a routine hospital round, contracts a virus called the MN-2. A devastating pathogen, the virus causes uncontrollable outbursts of violent rage. With no cure in sight, the doctors have no choice but put Insiya in a state of induced coma. Meanwhile, the virus continues to spread through the country. People infected by it are referred to as 'carriers'. The only relief is a drug called Sedare. It is manufactured by Ingenec - a local pharmaceutical company - and sold as an adhesive patch. It is so ubiquitous that in the market it is simply called the 'patch'. However, it's not a cure. All it does is calm the symptoms for a few hours. The patch is also useless in advanced stages of the disease. As Insiya's condition continues to deteriorate, it appears Craig has accepted her impending death. But when the dead body of an investigative reporter turns up in a sewer, it sets off a domino of events that leads Craigs to the mystery behind the virus...and to the last chance at saving his wife.",Thriller,movie,Altered Skin,Altered Skin,0,2018,\N,80,Thriller
tt8193744,"After a conflict with his boss, Economics analyst Igor is sent to a journalist business trip. Location is chosen randomly: it is a small Far Eastern Kuril island, Russia. There he meets with a charming and beautiful young woman who is a leader of a mysterious community consisted of 12 people. They do not remember how they have appeared on the island and do not know about Moscow and where Russia is. Enchanted by a woman and the local nature the character got lost more and more deeply into a life of the community. In a time he realizes that the island and its residents have a well-kept secret and that his arrival to the island was not an accident.",Thriller,movie,Poteryannyy ostrov,Poteryannyy ostrov,0,2018,\N,85,"Drama,Mystery,Thriller"
tt8177246,"All Theresa wants to do is paint. Unfortunately, she's going blind, and it's only a matter of time before she can never see another canvas. Her husband Eric is not supportive, and Theresa's condition wears on their marriage. One day Theresa meets James, and he's a charming devil. He sweeps her off her feet, and before she knows it, they've engaged in an affair. James is an artist, too and finally Theresa has someone who can understand her. She makes plans to leave Eric and be with James instead. But, Theresa doesn't know much about James - His alcoholic father was abusive to both James and his mother and it all came to a tragic end with his father killing his mother in front of James. Outraged, James kills his father with a hunting gun. James never really loved Theresa; she just looks strikingly similar to his mother. He's been following Theresa for some time. Waiting. Plotting. Hoping - He wanted his mother back and is certain that Theresa can replace her. And, he will do whatever is necessary to ensure his success.An aspiring, near-blind painter caught in a troubled marriage finds herself in a whirlwind affair; but, when her suitor's own troubled childhood boils to the surface, things take a turn for the worst and she'll have to fight for her marriage, or lose everything.",Thriller,movie,Angels Never Cry,Angels Never Cry,0,2018,\N,84,"Drama,Mystery,Thriller"
tt8146160,The sadistic CEO of a 'multi-faceted' media company creates new schemes to profit.,Thriller,movie,Sovereign Blue,Sovereign Blue,0,2018,\N,\N,Thriller
tt8069012,"After a messy job, a hired hitman returns home confronted with a dark past, bad friends, and missing children.",Thriller,movie,The Lonely,The Lonely,0,2018,\N,101,"Drama,Mystery,Thriller"
tt8047172,"Based on true incidents , Referred as the most violent Indian movie of the year Eka is first Indian movie to discuss the Intersex gender, person born with both male and female genitals. The movie is banned in India because of nudity, violence and political sensitivity. The movie is a queer subject as it also deals with atrocities against transgenders, transsexuals, LGBT and all gender minorities. In India due to article 377 of penal code gender minorities are facing a huge social problem. Eka is the story of an intersex persons bike journey through three states of India with her female friend. This is of course, not the story of the them. This is the story of the society which cant accept them. It is the war of a society to itself, so it got banned The movie discuss wide range of LGBT politics and body politics. Surely , a tough to watch movie, with strong socio-political stand.",Thriller,movie,Eka,Eka,0,2018,\N,110,"Drama,Thriller"
tt8038850,"Henry Jung, an aristocrat of the Valmis principality learns that an epidemic is spreading across his country. Arriving at the edge of the land, welcomed by his staff, in an old country house filled with secrets, he will ultimately have to face an impossible choice.",Thriller,movie,Harmonies of a Tritone,Harmonies of a Tritone,0,2018,\N,105,"Drama,Thriller"
tt8031356,"Sahar, an Iranian girl who has recently broken up with her fiancé, has decided to spend some time by herself in Antalya, Turkey. Leaving a club late at night, assuming that she is rich, she gets kidnapped and held in a remote basement. The kidnappers go greedy on the ransom, but little they know is that the whole setup has been a misunderstanding from both parties in the first place.",Thriller,movie,Last Few Weeks,Son Birkaç Hafta,0,2018,\N,96,"Drama,Thriller"
tt8012734,"Somewhere in New York City, a mysterious duo has targeted Frank due to his web searches, and want to test on him a new device that, if it works, could change humans forever.",Thriller,movie,Double Riddle,Double Riddle,0,2018,\N,62,"Drama,Mystery,Sci-Fi"
tt7941422,"Two bank robbers take their unwanted hostage into a seedy coastal motel in the dead of winter. When their boss doesn't show up and their tickets to freedom go missing, the three of them must battle through their deteriorating mental state and find a way out before they turn on each other.",Thriller,movie,Among Them,Among Them,0,2018,\N,89,Thriller
tt7914160,"A woman comes home after a five year absence to work with young homeless adults but she has other plans for them. Until she meets a young wild wanna-be-rapper, that challenges her plans on everything.",Thriller,movie,Company of Prophets,Company of Prophets,0,2018,\N,\N,Thriller
tt7866714,Kevin doesn't have a care in the world. Until his ex girlfriends conspire together to kidnap him and teach him a lesson for the wrongs he has done to them.,Thriller,movie,Girlfriends Past,Girlfriends Past,0,2018,\N,\N,"Drama,Thriller"
tt7838302,An Indian refugee searches for his daughter following vertical division of country and finds her in a tragic state,Thriller,movie,Hijrat,Hijrat,0,2018,\N,45,"Drama,Thriller"
tt9357604,"Four children discover that, despite having superpowers given by an alien, they need to work together as a team and use their brains and courage, to find a hidden treasure, to save their poor friend's father's life.",Sci-Fi,movie,Superkids,Superkids,0,2018,\N,83,"Adventure,Sci-Fi"
tt9178978,"The world was left without a sun in the sky, and the only way to survive was to cover up everything in bright artificial lights, lights created to bury as much darkness as possible. The lights have replaced the need for the sun now, and people have even started to forget about it, and even talking about the darkness is taboo. But an artist, Sneha, feels out of place in this strange new world of dancing lights, and her only comfort is the myth that there is still a place, hidden from plain sight, where you can see the sun again. Nobody knows where this place is, or how to get there, and most believe it only exists as a myth. So, when a visitor to Sneha's art gallery finds out the pieces of darkness hidden subtly in all her art, pieces even she hadn't noticed before, the darkness starts to grow up on her literally. She is then confronted with the choice of whether to face the darkness which is growing up on her, or to run away from it, as everyone tells her to. Beyond the darkness is the promise of reaching the hidden mythical land where the sun can be seen again. But that would mean facing her past, which she had buried deep inside her darkness.",Sci-Fi,movie,Eclipsed,Eclipsed,0,2018,\N,63,"Drama,Fantasy,Sci-Fi"
tt9104092,Elle chooses three people to date based on the menus she most likes the look of. Will she find love?,Sci-Fi,movie,Elle,Elle,0,2018,\N,60,Sci-Fi
tt8999494,Luz is a latin american sci-fi/magical realism story about a physicist whose father was murdered during the Guatemalan civil war. In an attempt to reconnect with his father's energy he becomes obsessed with finding a way to measure Karma through spacetime. Through his journey it becomes clear that the only way to find his father is to just let go.,Sci-Fi,movie,Luz,Luz,0,2018,\N,84,Sci-Fi
tt8997670,"WHOLY is like a womb, filmed over the course of 5 years and edited in a state of enlightenment.",Sci-Fi,movie,Wholy,Wholy,0,2018,\N,660,Sci-Fi
tt8808166,"The Cage (La Jaula) is the first science fiction movie of Venezuela, directed by Jose Salaverría, this featured film narrated the story about relationships in a world with no boundaries and spaceships taking control. This movie brings a new perspective of classic Latin movies, with a good quality of VFX, beautiful cinematography and a stunning performance from their actors.",Sci-Fi,movie,The Cage,The Cage,0,2018,\N,83,"Drama,Fantasy,Sci-Fi"
tt8486162,"A young man goes into hiding, after he's made infamous by fake news.",Sci-Fi,movie,Impostor Syndrome,Impostor Syndrome,0,2018,\N,97,"Comedy,Drama,Sci-Fi"
tt8470668,"A young idealist; Ethan, is left searching for his family while fighting the infected, Med-Ex militia and bloodthirsty marauders, and the ghosts of his past.",Sci-Fi,movie,Sanctuary Population One,Sanctuary Population One,0,2018,\N,76,Sci-Fi
tt8364714,"Three parallel versions of the same man (a Scientist, a Spy, and an Artist) shift into each others lives at the whim of a mysterious intelligence.",Sci-Fi,movie,11 Henrys,11 Henrys,0,2018,\N,105,Sci-Fi
tt8364460,Life interrupted by an alien invasion,Sci-Fi,movie,Galactic Blitz,Galactic Blitz,0,2018,\N,67,"Animation,Sci-Fi"
tt7974036,A Hawaiian ninja--drawn into a global struggle to control an alien fuel discovered on the moon--is forced to confront the consequences of his life decisions.,Sci-Fi,movie,The Oracle,The Oracle,0,2018,\N,89,Sci-Fi
tt7922764,"In an alternate reality where cloning was once legal, a young immigrant is fired from her job and must decide whether to return to her mysterious place of origin.",Sci-Fi,movie,Cotopaxi,Cotopaxi,0,2018,\N,74,"Drama,Sci-Fi"
tt7896034,"A frustrated poet lost inside his mind meanders through a desolate black and white world, looking for his own direction while haunted by his conscience and past, nudged along by chance encounters.",Sci-Fi,movie,Directions to Your Room,Directions to Your Room,0,2018,\N,77,"Drama,Sci-Fi,Western"
tt7890974,"A genre-bending story about time travel, the end of the world and relationship stuff.",Sci-Fi,movie,Paradox Lost,Paradox Lost,0,2018,\N,\N,Sci-Fi
tt7710126,"After a night of heavy drinking, John believes he was abducted by aliens. Unfortunately, no one believes him and thinks the alcohol is to blame.",Sci-Fi,movie,Taken in the Night,Taken in the Night,0,2018,\N,\N,"Drama,Sci-Fi"
tt7339762,"A mother escapes a futuristic Compound to save her son, only to be transported into the desert of California in the past. She meets a reclusive girl, and together they journey to the future.",Sci-Fi,movie,Zalla,Zalla,0,2018,\N,\N,Sci-Fi
tt7297818,A cold sore epidemic sends the employees of a dystopian restaurant into inescapable chaos.,Sci-Fi,movie,Crisp Lips,Crisp Lips,0,2018,\N,83,"Comedy,Drama,Sci-Fi"
tt7241974,"A secret government program has finally permeated society via nanotechnology and is capable of dishing out a form of forced karma to those in need. 10 years later, the AI / Nanotechnology continues to advance, and the Nanos have an agenda all their own!",Sci-Fi,movie,"USE: Ultimate Social Experiment, Survival Mode","USE: Ultimate Social Experiment, Survival Mode",0,2018,\N,81,Sci-Fi
tt7236054,"When an artist struggling for purpose meets a mysterious yet charming stranger, she becomes entangled in his twisted attempts to 'relive the perfect moment'.",Sci-Fi,movie,Variant,Variant,0,2018,\N,91,"Sci-Fi,Thriller"
tt6945500,A slow burn into insanity as a small band of survivors find themselves spending a post-meteoric apocalypse in a fun house converted into a bomb shelter.,Sci-Fi,movie,Impact Event,Impact Event,0,2018,\N,\N,Sci-Fi
tt6391332,"After the events of ""The Rise Of The Immortal"" the immortal being has some control over Michael's body which he is using as a vessel and he and his army have control over the town river cray. Now he plans to open a link between the town and the nexus zone to free the rest of the fallen shadows from prison island, allowing them to come to River Cray. From there they will scatter across the earth and the bigger plan shell take place. Cyrus must do all he can to try and stop the immortal being from opening the gateways to the nexus zone and must fight to help Michael gain complete control back of his own body.",Sci-Fi,movie,The Great Ruins of Truth: A Dark End Approaches,The Great Ruins of Truth: A Dark End Approaches,0,2018,\N,\N,"Drama,Sci-Fi"
tt5742712,"Two lovers fall into a vampire death cult. A ritual turns awry and they're detached from reality. Is death the end - or the beginning?Sunset on the River Styx is a surreal thriller about a a down-on-his-luck metro bus driver named Will. One day, he meets a passenger, Ashe, and the two embark on a brief but electric romance. Ashe helps pull Will out of his waking sleep to become more in tune with the world and the people around him. Through a series of ups and downs in their relationship, time and reality become blurred as they try to work through their past regrets and fears of the future.",Sci-Fi,movie,Sunset on the River Styx,Sunset on the River Styx,0,2018,\N,\N,"Horror,Sci-Fi,Thriller"
tt5037724,In the post apocalyptic world of the 21st century the Unified Commonwealth struggles to restore civilization to the survivors of the Great Plague. During a a brutal attack on the Commonwealth outpost of Galatia. Sgt Chase Badham is sent on a desperate mission that may turn the tide of the war.,Sci-Fi,movie,Sentinel 2099 SE,Sentinel 2099 SE,0,2018,\N,104,Sci-Fi
tt4965146,"A distressed couple become stranded on an isolated island only to get hunted by an unforeseen force.In an effort to repair a stale relationship, JOHN accompanies his archaeologist girlfriend, AMY to a remote island to locate Ancient Native Artifacts. They discover extremely old cave markings along with a long lost believed to be sacred mask; when it disappears, strange occurrences happen which unleashes a mythological creature that hunts them down as they try to escape and get off the island.",Sci-Fi,movie,Red Island,Red Island,0,2018,\N,90,"Horror,Mystery,Sci-Fi"
tt3962164,"In ""Q4 Dream Corporation"" - a futuristic thriller about the government attempting to control people's sleeping habits - Madsen plays the role of antagonist Brandon Payton, who runs a corporation that is connected to manipulating people's dreams.",Sci-Fi,movie,Q-4: Dream Corporation,Q-4: Dream Corporation,0,2018,\N,90,Sci-Fi
tt3458560,"An archaeological expedition uncovers a prehistoric hominid burial site. When their team is unexpectedly attacked they are forced to take refuge in the catacombs of an unmapped cave. One by one they fall to an ancient predator.Deep in the woods, an archaeological expedition is on the verge of a historic discovery, when they find themselves with no defense against an unrelenting predator. Taking refuge in the catacombs of a cave hidden in the hills, tensions escalate as the team begins a descent into insanity navigating their way through winding and endless caverns. As fight to survive turns to fear, the real terror begins in ancient grounds, where humans have always been prey...",Sci-Fi,movie,The X Species,The X Species,0,2018,\N,90,"Mystery,Sci-Fi,Thriller"
tt3383196,In 2035 an elite team of military contractors face-off against a super powered government sponsored project aimed at suppressing human rights.,Sci-Fi,movie,Vesuvius,Vesuvius,0,2018,\N,46,Sci-Fi
tt3369286,"Mnemophrenia is a futuristic drama about a new psychosis that arises from advanced virtual reality technology, which causes people to be unable to distinguish between real and artificial memories.The film explores how society is affected by and how it adapts to deal with mnemophrenia, a growing new psychosis and the still advancing technology. We see the story unfold over time, through the eyes of three generations of the same family who are all affected and involved in different ways. The story explores how attitudes to Mnemophrenia would differ from person to person and across generations, going from resistance and fear, through acceptance and eventually even using it to our benefit, pushing humanity towards a new evolutionary step.",Sci-Fi,movie,Mnemophrenia,Mnemophrenia,0,2018,\N,78,"Drama,Sci-Fi"
tt2728784,"As the SUN burns out, an American family gathers at the end of the world, their hopes for rescue slowly crumbling as they also confront long lasting divides amongst each other.",Sci-Fi,movie,After Darkness,After Darkness,0,2018,\N,98,"Drama,Family,Sci-Fi"
tt10384542,"Two teenage brothers find themselves in the middle of the woods on their first day of work at an isolated pizzeria, where things are not what they seem to be. They find themselves in the realm beyond reason.",Sci-Fi,movie,The Realm Beyond Reason,The Realm Beyond Reason,0,2018,\N,8,"Animation,Comedy,Horror"
tt10017502,Lost Einstein is about Doomsday. A black hole is approaching our earth in 500yrs which will wipe out the complete solar system. A young kid - Santhosh shows extraordinary Intelligence and Worlds Top physicists and Scientists give him a name - Young Einstein. He grows up developing a theory of harnessing gravity. It is the only hope everyone has for saving earth from coming Doomsday.,Sci-Fi,movie,Lost Einstein,Lost Einstein,0,2018,\N,48,"Drama,Sci-Fi"
tt9495224,"In 1984, a young programmer begins to question reality as he works to adapt a fantasy novel into a video game.1984. Stefan is developing a computer game based on the book 'Bandersnatch', a novel where you get to make choices and this determines the story. He has an opportunity to take his game to Tuckersoft, a software company, and have them release it. However, the more he works on the game the more his life emulates the game, with choices being made that are out of his control. Stefan appears to be going insane.",Sci-Fi,movie,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch,0,2018,\N,90,"Drama,Mystery,Sci-Fi"
tt8433082,"It looks like we don't have any Plot Summaries for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",Sci-Fi,movie,Fallen,Fallen,0,2018,\N,120,"Mystery,Sci-Fi,Thriller"
tt6147874,A love-crazed couple from the future is chased back in time by the treacherous underworld they betrayed.,Sci-Fi,movie,Future Lies,Future Lies,0,2018,\N,118,"Sci-Fi,Thriller"
tt7062868,A man attempts to recollect his life after experiencing a significant trauma.,Sci-Fi,movie,Wakefulness,Wakefulness,0,2018,\N,94,"Drama,Fantasy,Mystery"
tt9067270,"In 2030 Britain, a humanoid Alien lands on the shores of Liverpool and befriends an isolated girl. Meanwhile, the instatement of the twenty five year old, xenophobic ex-actor Michael Crank as the new Prime Minister ensures that the Alien's arrival is far from welcoming.",Sci-Fi,movie,Illegal Being,Illegal Being,0,2018,\N,87,"Drama,Romance,Sci-Fi"
tt6603378,"To save their Kingdom from an army of undead, a group of warriors must travel through the forbidden lands fighting the fearsome beasts that call The Dark Kingdom their home.Born of fire and magic the Dragons' power is immeasurable. This power could not be harnessed until a Magister used it to spawn an army of fury bloods. Prince Favian of Zaldah filled with anger when King Xalvador named Princess Elizabeth as the next ruler enlisted the Magister's army to take control of the Kingdom. The only people that can stop him and inform the King of Favian's insidious plan are the Princess and her two Knights forming an unlikely alliance with two Katori Warrior Women. Their quest will not be easy as their path is blocked by the fury bloods leaving them no choice but to traverse The Dark Kingdom, a land that swallows all who enter.",Sci-Fi,movie,Dragon Kingdom,Dragon Kingdom,0,2018,\N,85,"Adventure,Sci-Fi"
tt7853292,"When a satellite stops communicating, the Indian Space Agency need to bring an engineer out of retirement to help them fix the situation.An Indian satellite Mihira is on a collision course with international space center which could trigger a chain reaction and lead to a global communications blackout. It's up to a team of astronauts from India to prevent this and the movie is about their struggles and how they overcome them. A key role is played by the lead actor Varun Tej who has to come back from a self imposed exile to make this mission possible, while there are a few questions about his real motives.",Sci-Fi,movie,Antariksham 9000 kmph,Antariksham 9000 kmph,0,2018,\N,140,"Adventure,Drama,Sci-Fi"
tt6245274,"The goal isn't to live forever, its to create something that will. Leaping off of the events of Lost Cause, an experienced Spider-Man must grapple with the guilt of sectioning his old friend Eddie Brock and dealing with the aftermath of an unchained Oscorp. When Peter encounters Madam Webb, an ethereal being capable of warping time, Spider-Man must once again leap into action to save his world from crashing down under a new, symbiotic threat.",Sci-Fi,movie,Spider-Man 2: Another World,Spider-Man 2: Another World,0,2018,\N,90,Sci-Fi
tt6193506,"Jon Caine, a respected lecturer in a university, was found missing. Three months later he resurfaced and massacred a group of civilians and police at a cafe. After being apprehended by Detective Inspector Aleana, he was sent to an asylum to be interrogated by a criminal psychologist, Dr Melanie Surya. Jon was erratic and psychotic, as well as deadly - traits that he didn't have before he went missing. Melanie soon learnt that her very existence is the key to Jon's sudden change of behaviour and ultimately, she unlocked the secret that Jon has held inside him.",Sci-Fi,movie,The Spiral,The Spiral,0,2018,\N,87,"Horror,Sci-Fi,Thriller"
tt6769514,"15 years into the future, the Earth is invaded and stripped of it's resources. A recovering drug addict and a wayward soldier embark on a mission to return a child safely to his parents...while the last General of the US Army and his team attempt to recover a derelict ship and employ it against the invaders.",Sci-Fi,movie,Project: Galaxy,Project: Galaxy,0,2018,\N,120,Sci-Fi
tt9129654,"Without warning or explanation, children across the country begin to receive telepathic transmissions from deep in outer space, with a warning about the peril of the future of mankind.From deep in outer space, children all across the country begin to receive direct telepathic transmissions of an image that is impossible to describe. A secret government military agency seeks to weaponize the children's ability to send and receive messages telepathically. But buried within the image is a warning that may signify the end of mankind.",Sci-Fi,movie,I Am Jacob,I Am Jacob,0,2018,\N,90,Sci-Fi
tt8669354,"Jacqueline is living an unfulfilled life in a doomed marriage. After a chance encounter with a former classmate, she rethinks her life's choices and wishes she could go back to high school for a do-over. Like a Christmas miracle, Jacqueline awakens to find herself as a high school senior again with the ability to change everything.",Sci-Fi,movie,Throwback Holiday,Throwback Holiday,0,2018,\N,120,"Comedy,Drama,Family"
tt6068406,"A mere decade after the Heptigalaxial Cosmic Eternity War, the Kingdom of the Seven Galaxies is once again on the precipice of oblivion. The evil prince ADORASTIUS has escaped his icy incarceration and threatens the universe with the most fantastical yet calamitous power imaginable. The multiverse cries out in peril, and the beleaguered hero GALACTIC COMMANDER HELIOS must forge a crew of old friends and new allies to defend the sanctity of the cosmos. Still tormented by the shadows of the past, he must once again breathe the air that smells of interstellar combat. From the tranquil glades of KELVADOR to the perilous crags of GRINDLEBAR, the fate of the history of all existence rests upon the shoulders of the GALAXY LORDS.",Sci-Fi,movie,Galaxy Lords,Galaxy Lords,0,2018,\N,96,"Action,Adventure,Comedy"
tt1977094,"2156 A.D. The Essex, a deep space fishing vessel for industry giant, AmberCorp, is ready to make its final harvest of the season. The ship brushes with a rare creature, mammoth in size and highly territorial. Could this be the same leviathan that killed Richard and Owen's father? To make matters worse, a vicious band of scavengers intercept the transmission and infiltrate the Essex, leaving them with nothing. With no cargo and few supplies, the captain makes a daring decision, they will venture into uncharted territory, playing for keeps, to capture the creature for a large black market take.",Sci-Fi,movie,Beyond White Space,Beyond White Space,0,2018,\N,93,"Sci-Fi,Thriller"
tt4581774,The gamble of one man who is desperate to retrieve his daughter from smugglers.,Sci-Fi,movie,Wastelands Scout,Wastelands Scout,0,2018,\N,96,Sci-Fi
tt6613952,"A group of friends uncover an otherworldly object in a rural field, which they soon discover holds greater secrets than they could imagine.",Sci-Fi,movie,Encounter,Encounter,0,2018,\N,89,Sci-Fi
tt7260038,"When separated from his mother on a family camping trip, a young boy meets a fantastical creature that helps him find his way back home.",Sci-Fi,movie,Elijah and the Rock Creature,Elijah and the Rock Creature,0,2018,\N,88,Sci-Fi
tt5611432,"Still mourning the death of her mother, 16-year-old Angela, who's had some behavioral and mental instability issues, strives to maintain harmony in the house. She takes care of her 6-year-old sister Chloe and tries to keep the peace with her difficult, goth 17-year-old sister Becca, who is furious that their father Jason pulled them out of school and hired grad student Gabby to homeschool them. When Becca starts exhibiting bizarre behavior, only Angela seems to notice that she is possessed by a dark and otherworldly force with plans to do something unspeakable to Chloe.",Sci-Fi,movie,Ascension,Ascension,0,2018,\N,86,"Horror,Sci-Fi,Thriller"
tt9301884,"When an alien race invades and begins to brainwash humans to carry out acts of destruction, the rest of humanity must rely on an untested giant robot to save the Earth.",Sci-Fi,movie,Hornet,Hornet,0,2018,\N,86,"Action,Adventure,Sci-Fi"
tt4633694,"Teen Miles Morales becomes Spider-Man of his reality, crossing his path with five counterparts from other dimensions to stop a threat for all realities.Miles Morales is a New York teen struggling with school, friends and, on top of that, being the new Spider-Man. When he comes across Peter Parker, the erstwhile saviour of New York, in the multiverse, Miles must train to become the new protector of his city.Phil Lord and Christopher Miller, the creative minds behind The Lego Movie and 21 Jump Street, bring their unique talents to a fresh vision of a different Spider-Man Universe, with a groundbreaking visual style that's the first of its kind. ""Spider-Man(TM): Into the Spider-Verse"" introduces Brooklyn teen Miles Morales (Shameik Moore), and the limitless possibilities of the Spider-Verse, where more than one can wear the mask.Miles Morales is a teen from Brooklyn, struggling with own issues as he adjusts to a new school. On top of that, he must carry the mantel of being Spider-Man, as he meets various different versions of the iconic superhero in different forms, from different dimensions across the universe.Peter Parker is the only Spider-Man, except there are other Spider-Men out there: in the multiverse known as 'The Spider-Verse'. After down-on-his-luck teenager Miles Morales gets bitten by a radioactive spider, he sees Spider-Man stop the Kingpin's dimension-crossing super-collider; only to be killed by the Kingpin afterwards. Seeing his hero die before him, Miles vows to avenge the wall-crawler and destroy the collider once and for all. Unknown to Morales, there's another Peter Parker from another dimension.",Sci-Fi,movie,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,0,2018,\N,117,"Action,Adventure,Animation"
tt1571234,"In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.A mysterious young woman, Hester Shaw, emerges as the only one who can stop a giant, predator city on wheels devouring everything in its path. Feral, and fiercely driven by the memory of her mother, Hester joins forces with Tom Natsworthy, an outcast from London, along with Anna Fang, a dangerous outlaw with a bounty on her head.Thousands of years after civilization was destroyed by a cataclysmic event, humankind has adapted and a new way of living has evolved. Gigantic moving cities now roam the Earth, ruthlessly preying upon smaller traction towns. Tom Natsworthy (Robert Sheehan)-who hails from a Lower Tier of the great traction city of London-finds himself fighting for his own survival after he encounters the dangerous fugitive Hester Shaw (Hera Hilmar). Two opposites, whose paths should never have crossed, forge an unlikely alliance that is destined to change the course of the future.Based on the Bestselling book by Philip Reeve, Mortal Engines tells the story of a dystopian future, where cities move on wheels across a barren earth. One day on London, a young, scarred girl named Hester Shaw meets with a boy named Tom Natsworthy, an outcast from London, and accompanied by the brave Anti-Traction League, must stop the villainous Valentine and an unfolding plot to destroy the world.",Sci-Fi,movie,Mortal Engines,Mortal Engines,0,2018,\N,128,"Action,Adventure,Fantasy"
tt4701182,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.On Cybertron, the Autobots, led by Optimus Prime, are on the verge of losing the Great Cybertronian War to their enemies, the Decepticons, and begin making preparations to leave the planet. The Decepticons led by Shockwave, Soundwave and Starscream ambush them during the evacuation, and Optimus sends a young scout, B-127, to Earth in order to set up a base of operations where the Autobots can regroup. B-127 reaches Earth alone in 1987, crash-landing in California and disrupting a training exercise being conducted by Sector 7, a secret government agency that monitors extraterrestrial activity on Earth. Sector 7 agent Colonel Jack Burns presumes B-127 to be a hostile invader and attacks, driving B-127 into the forest, where he is then ambushed by the Decepticon Blitzwing. When B-127 refuses to reveal Optimus' whereabouts, Blitzwing spitefully tears out his voice-box and damages his memory core. B-127 manages to destroy Blitzwing before collapsing from his wounds. Before entering stasis, B-127 scans and transforms into a yellow 1967 Volkswagen Beetle.After being defeated by the Decepticons in the war on Cybertron, the Autobot leader Optimus Prime sends B-127 to Earth to establish an outpost and protect Earth. B-127 surprises the training of a group of soldiers under the command of Colonel Jack Burns and escapes. However, he is ambushed by a Deception that damages his memory core and voice-box. But B-127 defeats the enemy and transforms into a yellow 1967 Volkswagen Beetle. In 1987, the eighteen-year-old Charlie Watson finds the Beetle in a junkyard and the owner Hank gives the car to her. The teenager is a great mechanic that misses her father and lives with her young brother and her estranged mother and her boyfriend. Charlie accidentally activates a signal and the Decepticons track down B-127 on Earth. Two Decepticons head for Earth to capture and destroy the Autobot convincing Dr. Powell and the army that they are peaceful and the enemy is a dangerous robot. Meanwhile, Charlie befriends B-127 and calls him Bumblebee.",Sci-Fi,movie,Bumblebee,Bumblebee,0,2018,\N,114,"Action,Adventure,Sci-Fi"
tt9377748,"Virginia lives on her own in a house in the outskirts of the city and finds out Monica, and old friend who she hasn't seen in a long time. Virginia is a scientist but now works in a laboratory that she has set up in her own house because she has been dismissed from her job in a public center of research. Nonetheless, whats she actually wants is to use Monica as a volunteer for her secret experiment to contact with other - dimensional beings.",Sci-Fi,movie,Monica en Trance,Monica en Trance,0,2018,\N,75,Sci-Fi
tt8390370,"RADIO SILENCE A select team of U.S. Army Special Forces Soldiers are sent on a mission to retrieve pieces of a downed U.S. spy satellite from a remote desert region of northern, Mexico. They are excepting a routine, even boring on a mission, asking only ""on a Sunday, sir?"". What they encounter is the sudden loss of half their team, their Mexican escorts and nearly all of their equipment. They are forced to retreat on foot and spend a long night hiding in a local restaurant trying to understand what they are up against and how to survive with no gear, no support and no time.",Sci-Fi,movie,Radio Silence,Radio Silence,0,2018,\N,120,Sci-Fi
tt8318702,Passengers on a train that crashes into a river must decide whether to risk waiting for help in the wreckage or take their chances in the murky depths below.,Sci-Fi,movie,D-Railed,D-Railed,0,2018,\N,90,"Action,Adventure,Horror"
tt8041916,"When a young man finds a time machine device, his life spins out of control.",Sci-Fi,movie,Time Jumpers,Time Jumpers,0,2018,\N,79,Sci-Fi
tt4418730,"When Natalie's boyfriend is murdered, she builds a machine to change the past by changing her own memories. An FBI agent, her sister and her therapist all try to stop her before she hurts herself, but there's no use. She'll do anything to get him back.",Sci-Fi,movie,As It's Remembered,As It's Remembered,0,2018,\N,75,"Drama,Sci-Fi,Thriller"
