tconst,convert_text,genres
tt9104092,elle chooses three people date based menus likes look find love,Sci-Fi
tt8999494,luz latin american scifimagical realism story physicist whose father murdered guatemalan civil war attempt reconnect father energy becomes obsessed finding way measure karma spacetime journey becomes clear way find father let go,Sci-Fi
tt8997670,wholy like womb filmed course years edited state enlightenment,Sci-Fi
tt8808166,cage la jaula first science fiction movie venezuela directed jose salaverra featured film narrated story relationships world boundaries spaceships taking control movie brings new perspective classic latin movies good quality vfx beautiful cinematography stunning performance actors,"Drama,Fantasy,Sci-Fi"
tt8486162,young man goes hiding made infamous fake news,"Comedy,Drama,Sci-Fi"
tt8470668,young idealist ethan left searching family fighting infected medex militia bloodthirsty marauders ghosts past,Sci-Fi
tt8364714,three parallel versions man scientist spy artist shift others lives whim mysterious intelligence,Sci-Fi
tt8364460,life interrupted alien invasion,"Animation,Sci-Fi"
tt7974036,hawaiian ninja drawn global struggle control alien fuel discovered moon forced confront consequences life decisions,Sci-Fi
tt7922764,alternate reality cloning legal young immigrant fired job must decide whether return mysterious place origin,"Drama,Sci-Fi"
tt7896034,frustrated poet lost inside mind meanders desolate black white world looking direction haunted conscience past nudged along chance encounters,"Drama,Sci-Fi,Western"
tt7890974,genrebending story time travel end world relationship stuff,Sci-Fi
tt7710126,night heavy drinking john believes abducted aliens unfortunately one believes thinks alcohol blame,"Drama,Sci-Fi"
tt7339762,mother escapes futuristic compound save son transported desert california past meets reclusive girl together journey future,Sci-Fi
tt7297818,cold sore epidemic sends employees dystopian restaurant inescapable chaos,"Comedy,Drama,Sci-Fi"
tt7241974,secret government program finally permeated society via nanotechnology capable dishing form forced karma need years later ai nanotechnology continues advance nanos agenda,Sci-Fi
tt7236054,artist struggling purpose meets mysterious yet charming stranger becomes entangled twisted attempts relive perfect moment,"Sci-Fi,Thriller"
tt6945500,slow burn insanity small band survivors find spending postmeteoric apocalypse fun house converted bomb shelter,Sci-Fi
tt6391332,events rise immortal immortal control michael body using vessel army control town river cray plans open link town nexus zone free rest fallen shadows prison island allowing come river cray scatter across earth bigger plan shell take place cyrus must try stop immortal opening gateways nexus zone must fight help michael gain complete control back body,"Drama,Sci-Fi"
tt5742712,two lovers fall vampire death cult ritual turns awry detached reality death end beginning sunset river styx surreal thriller downonhisluck metro bus driver named one day meets passenger ashe two embark brief electric romance ashe helps pull waking sleep become tune world people around series ups downs relationship time reality become blurred try work past regrets fears future,"Horror,Sci-Fi,Thriller"
tt5037724,post apocalyptic world st century unified commonwealth struggles restore civilization survivors great plague brutal attack commonwealth outpost galatia sgt chase badham sent desperate mission may turn tide war,Sci-Fi
tt4965146,distressed couple become stranded isolated island get hunted unforeseen forcein effort repair stale relationship john accompanies archaeologist girlfriend amy remote island locate ancient native artifacts discover extremely old cave markings along long lost believed sacred mask disappears strange occurrences happen unleashes mythological creature hunts try escape get island,"Horror,Mystery,Sci-Fi"
tt3962164,dream corporation futuristic thriller government attempting control people sleeping habits madsen plays role antagonist brandon payton runs corporation connected manipulating people dreams,Sci-Fi
tt3458560,archaeological expedition uncovers prehistoric hominid burial site team unexpectedly attacked forced take refuge catacombs unmapped cave one one fall ancient predatordeep woods archaeological expedition verge historic discovery find defense unrelenting predator taking refuge catacombs cave hidden hills tensions escalate team begins descent insanity navigating way winding endless caverns fight survive turns fear real terror begins ancient grounds humans always prey,"Mystery,Sci-Fi,Thriller"
tt3383196,elite team military contractors faceoff super powered government sponsored project aimed suppressing human rights,Sci-Fi
tt3369286,mnemophrenia futuristic drama new psychosis arises advanced virtual reality technology causes people unable distinguish real artificial memoriesthe film explores society affected adapts deal mnemophrenia growing new psychosis still advancing technology see story unfold time eyes three generations family affected involved different ways story explores attitudes mnemophrenia would differ person person across generations going resistance fear acceptance eventually even using benefit pushing humanity towards new evolutionary step,"Drama,Sci-Fi"
tt2728784,sun burns american family gathers end world hopes rescue slowly crumbling also confront long lasting divides amongst,"Drama,Family,Sci-Fi"
tt10384542,two teenage brothers find middle woods first day work isolated pizzeria things seem find realm beyond reason,"Animation,Comedy,Horror"
tt10017502,lost einstein doomsday black hole approaching earth yrs wipe complete solar system young kid santhosh shows extraordinary intelligence worlds top physicists scientists give name young einstein grows developing theory harnessing gravity hope everyone saving earth coming doomsday,"Drama,Sci-Fi"
tt9495224,young programmer begins question reality works adapt fantasy novel video game stefan developing computer game based book bandersnatch novel get make choices determines story opportunity take game tuckersoft software company release however works game life emulates game choices made control stefan appears going insane,"Drama,Mystery,Sci-Fi"
tt8433082,looks like nt plot summaries title yet first contribute click edit page button bottom page learn plot summary submission guide,"Mystery,Sci-Fi,Thriller"
tt6147874,lovecrazed couple future chased back time treacherous underworld betrayed,"Sci-Fi,Thriller"
tt7062868,man attempts recollect life experiencing significant trauma,"Drama,Fantasy,Mystery"
tt9067270,britain humanoid alien lands shores liverpool befriends isolated girl meanwhile instatement twenty five year old xenophobic exactor michael crank new prime minister ensures alien arrival far welcoming,"Drama,Romance,Sci-Fi"
tt6603378,save kingdom army undead group warriors must travel forbidden lands fighting fearsome beasts call dark kingdom homeborn fire magic dragons power immeasurable power could harnessed magister used spawn army fury bloods prince favian zaldah filled anger king xalvador named princess elizabeth next ruler enlisted magister army take control kingdom people stop inform king favian insidious plan princess two knights forming unlikely alliance two katori warrior women quest easy path blocked fury bloods leaving choice traverse dark kingdom land swallows enter,"Adventure,Sci-Fi"
tt7853292,satellite stops communicating indian space agency need bring engineer retirement help fix situationan indian satellite mihira collision course international space center could trigger chain reaction lead global communications blackout team astronauts india prevent movie struggles overcome key role played lead actor varun tej come back self imposed exile make mission possible questions real motives,"Adventure,Drama,Sci-Fi"
tt6245274,goal nt live forever create something leaping events lost cause experienced spiderman must grapple guilt sectioning old friend eddie brock dealing aftermath unchained oscorp peter encounters madam webb ethereal capable warping time spiderman must leap action save world crashing new symbiotic threat,Sci-Fi
tt6193506,jon caine respected lecturer university found missing three months later resurfaced massacred group civilians police cafe apprehended detective inspector aleana sent asylum interrogated criminal psychologist dr melanie surya jon erratic psychotic well deadly traits nt went missing melanie soon learnt existence key jon sudden change behaviour ultimately unlocked secret jon held inside,"Horror,Sci-Fi,Thriller"
tt6769514,years future earth invaded stripped resources recovering drug addict wayward soldier embark mission return child safely parents last general us army team attempt recover derelict ship employ invaders,Sci-Fi
tt9129654,without warning explanation children across country begin receive telepathic transmissions deep outer space warning peril future mankindfrom deep outer space children across country begin receive direct telepathic transmissions image impossible describe secret government military agency seeks weaponize children ability send receive messages telepathically buried within image warning may signify end mankind,Sci-Fi
tt8669354,jacqueline living unfulfilled life doomed marriage chance encounter former classmate rethinks life choices wishes could go back high school doover like christmas miracle jacqueline awakens find high school senior ability change everything,"Comedy,Drama,Family"
tt6068406,mere decade heptigalaxial cosmic eternity war kingdom seven galaxies precipice oblivion evil prince adorastius escaped icy incarceration threatens universe fantastical yet calamitous power imaginable multiverse cries peril beleaguered hero galactic commander helios must forge crew old friends new allies defend sanctity cosmos still tormented shadows past must breathe air smells interstellar combat tranquil glades kelvador perilous crags grindlebar fate history existence rests upon shoulders galaxy lords,"Action,Adventure,Comedy"
tt1977094,ad essex deep space fishing vessel industry giant ambercorp ready make final harvest season ship brushes rare creature mammoth size highly territorial could leviathan killed richard owen father make matters worse vicious band sc avengers intercept transmission infiltrate essex leaving nothing cargo supplies captain makes daring decision venture uncharted territory playing keeps capture creature large black market take,"Sci-Fi,Thriller"
tt4581774,gamble one man desperate retrieve daughter smugglers,Sci-Fi
tt6613952,group friends uncover otherworldly object rural field soon discover holds greater secrets could imagine,Sci-Fi
tt7260038,separated mother family camping trip young boy meets fantastical creature helps find way back home,Sci-Fi
tt5611432,still mourning death mother yearold angela behavioral mental instability issues strives maintain harmony house takes care yearold sister chloe tries keep peace difficult goth yearold sister becca furious father jason pulled school hired grad student gabby homeschool becca starts exhibiting bizarre behavior angela seems notice possessed dark otherworldly force plans something unspeakable chloe,"Horror,Sci-Fi,Thriller"
tt9301884,alien race invades begins brainwash humans carry acts destruction rest humanity must rely untested giant robot save earth,"Action,Adventure,Sci-Fi"
tt4633694,teen miles morales becomes spiderman reality crossing path five counterparts dimensions stop threat realitiesmiles morales new york teen struggling school friends top new spiderman comes across peter parker erstwhile saviour new york multiverse miles must train become new protector cityphil lord christopher miller creative minds behind lego movie jump street bring unique talents fresh vision different spiderman universe groundbreaking visual style first kind spiderman tm spiderverse introduces brooklyn teen miles morales shameik moore limitless possibilities spiderverse one wear maskmiles morales teen brooklyn struggling issues adjusts new school top must carry mantel spiderman meets various different versions iconic superhero different forms different dimensions across universepeter parker spiderman except spidermen multiverse known spiderverse downonhisluck teenager miles morales gets bitten radioactive spider sees spiderman stop kingpin dimensioncrossing supercollider killed kingpin afterwards seeing hero die miles vows avenge wallcrawler destroy collider unknown morales another peter parker another dimension,"Action,Adventure,Animation"
tt1571234,postapocalyptic world cities ride wheels consume survive two people meet london try stop conspiracya mysterious young woman hester shaw emerges one stop giant predator city wheels devouring everything path feral fiercely driven memory mother hester joins forces tom natsworthy outcast london along anna fang dangerous outlaw bounty headthousands years civilization destroyed cataclysmic event humankind adapted new way living evolved gigantic moving cities roam earth ruthlessly preying upon smaller traction towns tom natsworthy robert sheehan hails lower tier great traction city londonfinds fighting survival encounters dangerous fugitive hester shaw hera hilmar two opposites whose paths never crossed forge unlikely alliance destined change course futurebased bestselling book philip reeve mortal engines tells story dystopian future cities move wheels across barren earth one day london young scarred girl named hester shaw meets boy named tom natsworthy outcast london accompanied brave antitraction league must stop villainous valentine unfolding plot destroy world,"Action,Adventure,Fantasy"
tt4701182,run year bumblebee finds refuge junkyard small california beach town cusp turning trying find place world charlie watson discovers bumblebee battlescarred brokenon cybertron autobots led optimus prime verge losing great cybertronian war enemies decepticons begin making preparations leave planet decepticons led shockwave soundwave starscream ambush evacuation optimus sends young scout earth order set base operations autobots regroup reaches earth alone crashlanding california disrupting training exercise conducted sector secret government agency monitors extraterrestrial activity earth sector agent colonel jack burns presumes hostile invader attacks driving forest ambushed decepticon blitzwing refuses reveal optimus whereabouts blitzwing spitefully tears voicebox damages memory core manages destroy blitzwing collapsing wounds entering stasis scans transforms yellow volkswagen beetleafter defeated decepticons war cybertron autobot leader optimus prime sends earth establish outpost protect earth surprises training group soldiers command colonel jack burns escapes however ambushed deception damages memory core voicebox defeats enemy transforms yellow volkswagen beetle eighteenyearold charlie watson finds beetle junkyard owner hank gives car teenager great mechanic misses father lives young brother estranged mother boyfriend charlie accidentally activates signal decepticons track earth two decepticons head earth capture destroy autobot convincing dr powell army peaceful enemy dangerous robot meanwhile charlie befriends calls bumblebee,"Action,Adventure,Sci-Fi"
tt9377748,virginia lives house outskirts city finds monica old friend nt seen long time virginia scientist works laboratory set house dismissed job public center research nonetheless whats actually wants use monica volunteer secret experiment contact dimensional beings,Sci-Fi
tt8390370,radio silence select team us army special forces soldiers sent mission retrieve pieces downed us spy satellite remote desert region northern mexico excepting routine even boring mission asking sunday sir encounter sudden loss half team mexican escorts nearly equipment forced retreat foot spend long night hiding local restaurant trying understand survive gear support time,Sci-Fi
tt8318702,passengers train crashes river must decide whether risk waiting help wreckage take chances murky depths,"Action,Adventure,Horror"
tt8041916,young man finds time machine device life spins control,Sci-Fi
tt4418730,natalie boyfriend murdered builds machine change past changing memories fbi agent sister therapist try stop hurts use anything get back,"Drama,Sci-Fi,Thriller"
tt9497146,one year passed since events mobile suit gundam unicorn laplace box opened following conflict called laplace incident neo zeon remnant force known sleeves destroyed banshee unicorn gundam sealed away public consciousness locked secrecy meant forgotten history however sightings another gundam suddenly reported unicorn gundam phenex thought lost since two years ago reappeared,"Action,Animation,Sci-Fi"
tt9290986,cia agent participates secretive braintransference program ambassador italy kidnapped rogue agentwhen american ambassador italy kidnapped rogue us government agent makes demands send president cia scrambling protect mysterious covert government project involving memory transference brain recently scanned hard drive ambassador knowledge international undercover agents becomes hot commodity black market one scientist knowhow implant data another host plethora double agents mix cia dispatches agent john ramsay find secure scientist knowing trust becomes virtually impossible corruption treachery trickle highest levels pulsepounding spy thriller,"Action,Sci-Fi,Thriller"
tt7978752,suicidal businessman visited interdimensional appears form beautiful woman,"Drama,Fantasy,Sci-Fi"
tt8115684,privatelyfunded expedition seeks beat us soviet union race mars intrepid explorers discover changes everything film tribute well sendup classic scifi satirical references come thick fast also serious message woven,"Adventure,Sci-Fi"
tt5080556,dr vaseegaran rajinikanth android assistant nila amy jackson called help mobiles start mysteriously flying hands people chennai vaseegaran summons trusted robot chitti rajinikanth ward birdshaped supernatural powers pakshirajan akshay kumar years chitti dismantled due destruction caused vaseegaran created new human robot nila understand human feelings better cell phones city start disappear everywhere creature form bird creates havoc city causing destruction vaseegaran believes fifth element force decides get chitti back action vaseegaran traces location missing cellphones help chitti nila finds fifth force human force done late professor pakshi rajanwhen mobile phones start mysteriously flying hands people chennai dr vaseegaran android assistant nila called help city threat supernatural powers pakshirajan deadly winged monster seeking revenge mankind harming birds mobile radiation dr vaseegaran forced reassemble robot upgraded version chitti fight pakshirajan save world,"Action,Sci-Fi"
tt9442046,third installment kerion scifi saga new dawn sees rebellion take stand empire,Sci-Fi
tt9034308,desperate wife agrees baby cloned comatose husband dna however husband gets better get rid baby past comes calling decades later mix mystery lust violencejosie devoted wife devastated beloved husband leo falls coma terrible accident desperate child accepts option cloning arrival baby unexpectedly awakens leo unleashing newfound ability experience supernatural visions visions weaken reveal terrible cursed future understand accept confused intensely anxious done josie tries deny created husband reactions grow stronger baby confronts doctor spearheaded experiment fearful man clone coexist baby great danger leo josie forced make impossible choice keep secret forever couple remain together love continuing career thriving twenty years later past comes back haunt truth buried patient dark twisted gothic fairy tale grown ups,"Horror,Sci-Fi,Thriller"
tt1780790,camping trip turns living nightmare blizzard traps four friends inches sudden snow shrieking alien sounds outside tentsa camping trip turns living nightmare blizzard traps four friends inches sudden snow shrieking alien sounds outside tents race life ensues hunted horrific monsters discovering larger alien conspiracy every terrifying stride,"Horror,Sci-Fi,Thriller"
tt1477834,arthur curry humanborn heir underwater kingdom atlantis goes quest prevent war worlds ocean landarthur curry half human half atlantis goes trip lifetime adventure compel come terms real identity also forces discover whether entirely worthy fulfilling destiny becoming kingborn upon shores surface world arthur curry discovers half human half blood atlanteean descent thus making rightful heir throne undersea kingdom atlantis however arthur learns atlantis ruled malicious half brother orm seeks unite seven underwater kingdoms wage war upon surface aid nuidis vulko gorgeous mera arthur must discover full potential true destiny become aquaman order save atlantis surface orm evil plotarthur curry always different mother honorable queen atlantean descent father simple human lighthouse keeper met fled land running forced fiance years later arthur toddler mother forcefully reluctantly taken back atlantis believed executed fast forward arthur adult learning truth destiny sets find king lost trident stop entire war even starts,"Action,Adventure,Fantasy"
tt9318706,young greek photographer boards elevator tall building goes,"Horror,Mystery,Sci-Fi"
tt9341628,mass solar storms causes tsunamis volcanoes flooding citydwelling family attempts flee relative safety group highelevation caves several miles away,"Action,Adventure,Drama"
tt7033092,distant future countries recovering world war iii civilians migrate countries claim new land infants born one towns forever change course time,"Horror,Sci-Fi"
tt8241148,dive deep dystopian innerworld grown men crawl around fours chaos reigns supremea man named bobo haunted demon claiming possession deceased son soul boy named andrew lands job host new conspiracy theory web series also small karate man travels deep underworld battle true evil,"Drama,Horror,Mystery"
tt3833682,hermit farmer discovers late father secret journal containing plans magnetic powered machine could change world unexpectedly becoming custodian gifted year old nephew mom untimely deathgrady lee jr struggling reclusive farmer never wanted married children lost mom young boy time father stepmom died car wreck separating stepsister marry ann randy father best friend took grady raised kept family farm sustained one day grady discovers late father hidden journal contained secrets nikola tesla journal contains plans machine works electromagnetism called jack grady believes could increase productivity drastically reducing time takes plant grow could answer saving farm helping county fact could change world help friend boudreaux begin work device boudreaux native american decent sense change coming grady call attorney grady finds beneficiary late step sister last testament discover custodian nephew special year old boy kai meet kai drawn except grady child distraction would rather keeps jack heart city kai stranger nature mom remembered farm believed would make perfect environment ability nurtured grady discover familial emotions,"Drama,Family,Sci-Fi"
tt1458902,family man struggling hold together discovers hidden parlor offers solution sexbots,"Drama,Fantasy,Sci-Fi"
tt8282980,taking place fifth reality discovered humanity alternate follows inhabitant foreign visitor struggle survive within collapsing ecosysteman abstract exploration st century domesticity eyes foreign documentarian film takes journey goingson peculiar world unnervingly familiar environment begins unravel avantgarde meets nature documentary story adaptation survival,Sci-Fi
tt9192492,pile dead bodies someone wakes end amnesia first stage infection turns humans dried husks flesh hunger led eat corpses bacteriological war north thrown sky south latin american continent dog name given three wild men young girl begins insane bloody race survive,"Action,Horror,Sci-Fi"
tt7961060,goku vegeta encounter broly saiyan warrior unlike fighter faced,"Action,Adventure,Animation"
tt9752158,man appointed pastor church needs god,"Biography,Drama,History"
tt9376096,august world war ii story people gathered place korea gunsan harbor japan occupied day japan surrenders united states,"Drama,Fantasy,History"
tt8991324,lihaaf quilt urdu short story written ismat chughtai published urdu literary journal adabilatif led much controversy uproar obscenity trial ismat defend lahore court well work asked apologize also case lawyer pointed story makes suggestion sexual act prosecution witnesses could point obscene words story suggestive told perspective small girl coming decades widely anthologised became one known works besides angarey remained banned several decades years later mentioned detail court trial noted memoir kaghazi hai pairahan life words memoir though received attention suggestion lesbianism also deals insulated suffocating life neglected wife feudal society became landmark early depiction sex still taboo modern indian literature let alone urdu literature film adaptation story lihaaf author real life experience three years fighting court case challenging freedom speech,"Biography,Drama,History"
tt8979816,mid th century classical east bengal context betrayed fianc young female writer chandrabati exiles inside shiva temple resorts rewrite great indian epic ramayana rebelliously establishing ignored point view sita diminishing iconic hero epic rama,"Drama,History"
tt8841550,dramatised documentary starring rachel griffiths oscar redding examines lives two people etty hillesum franz jaegerstaetter stood ground nazi oppressors europe suffered lives,History
tt8785080,spring summer nearly jews rounded france deported almost die concentration extermination camps without assistance french authorities police operations meticulously prepared nazis would never existed thanks realistic evocative scenes archives photographs unpublished documentary plunges last elements revealed historical research make us live inside waves massive violent arrests,History
tt8781530,often told students politicians point view rarely police perspective using archive documents obtained derogation statutory limitation period years also thanks testimonies officers working point history factual documentary offers different reading may policemen plunged midst unexpected violent tumult,History
tt8685584,one nt like home cookin,"Biography,Comedy,Family"
tt8485448,times freedom speech freedom thought,"Drama,History"
tt6693892,wayward youth given life changing lesson centenarian great grandfather takes sojourn civil war south families rootsa wayward young man begins journey redemption guidance centenarian great grandfather sojourn walking footsteps family progenitor known man without name awakens youth two men juxtaposed literal path life come grips dark shadows confederacy still loom st century afrikans america,"Drama,History"
tt5605556,midth century lesbian estranged family struggles get back falsely adopting faith christian household takes shelter finds infatuated daughterin midtwentieth century alice mitchell works prostitute street situation worsens unsuccessfully attempts reconcile estranged family homosexuality takes shelter christian household wins falsely adopting faith despite opposition inlaw lillian alice infatuation family daughter annabel grows lillian reveals alice homosexuality alice redoubles efforts rid avail succumbs relationship annabel relationship discovered desperation alice commits faith instead starts relationship man reconciling parents falters confronted annabel struggling decide leaving remaining family final confrontation lillian alice makes final choice,"Drama,History"
tt5346656,immediate story beijing consensus impact iranian automative industryan immediate story beijing consensus tragic impact iranian automative industry theoretical postdevelopmental perspective film aims criticize idea national development concept beijing consensus yellow big brother iranian economy analogy iranian automative industry eyewitness key pilot development programs asian counterparts,"History,Musical"
tt5100168,story set south tyrol north italy second world war lifes jew girl anastasia circus boy thomas meet little circus freit family arrives city soon fall love love full sacrifices racial laws anastasia decides hide circus also situation hard son circus director artur hates jewish origins wants circus time family anastasia staying home deported sister anastasia greta luckily survive series unfortunate events anastasia obliged mask first escape circus story continues trough thick thin following impossible love story anastasia thomas,History
tt10550990,personal stories common challenges drama comedy one time full changes nothing left summer,"Comedy,Drama,History"
tt10178206,mysterious dark figure shows hoogezandsappemeer fayza kim stijn start investigating confronted ancient saga sappe pact devilsappe suspenseful film takes place small dutch city called hoogezandsappemeer one adventurous undertakings stijn kim fayza encounter dark figure help local vicar mysterious hermit start investigating discover truth behind ancient saga sappe pact devil,"Adventure,History,Mystery"
tt7398642,sonja white swan story sonja henie one world greatest athletes inventor modern figure skating decides go hollywood become movie star first film breaks box office selling tickets world becomes one richest women time always surrounded fans lovers family never alone gets older spotlight fading refuses quit collapses falls drunk slushy ice rio de janeiro,"Biography,Drama,History"
tt9206798,look final days life renowned playwright william shakespeare,"Biography,Drama,History"
tt9611484,philippine president manuel quezon agrees welcome jewish refugees germany philippines,"Drama,History"
tt7125060,three pirates one pistol buckets bad bloodon august morning three pirates two men lady murdered captain punishment marooned cove gristle peak end known world one pistol one shot left day unfolds rivalries erotic shiftings least one character madness emerge live till morning dreaded gristle peak,"Comedy,Drama,History"
tt8197058,counterculture journalist paul krassner embarks lsd tinged investigation last manson disciples brenda mccann sandra good lynette squeaky fromme order find manson murders cia conspiracy,"Comedy,Drama,History"
tt9647642,georgia desperate escape arranged marriage brutal neighbor willa randall disguises boy joins confederate cavalry,History
tt9552516,set th century film portrayal secret history mongols oldest accurate history mongolia portrays story swan princess khoritumen one first nomadic tribes mongolia,History
tt8075084,painting selfportrait artist realizes influence faith importance repentance creation art,"Drama,History,Mystery"
tt9670284,story man great way adventures losses life make surprised invite middle ages times darkness heroes big power eternity lovein times crusades golden horde power came rise central europe power great could nt ignored prince roman great united surrounding lands teutonic knights called principality ruthenia height reign roman killed ambushthe boyars seized opportunity divide power amongst yefrosinia prince roman wife daughter emperor constantinople used influence save children ruthenian lands drowned bloodshed internecine war prince sons danylo vasylko stepped forward reclaimed father legacythis story man great way adventures losses life make surprised invite middle ages times darkness heroes big power eternity love story great person could unite destroyed created new world difficult times fought teutonic order mongolian empire real enemy far like thought,"Action,Adventure,History"
tt8901958,final part trilogy life dominican playboy porfirio rubirosa,"Drama,History"
tt2328900,mary stuart attempt overthrow cousin elizabeth queen england finds condemned years imprisonment facing executionmary queen scots explores turbulent life charismatic mary stuart queen france widowed mary defies pressure remarry instead returns native scotland reclaim rightful throne scotland england fall rule compelling elizabeth young queen beholds sister fear fascination rivals power love female regents masculine world two must decide play game marriage versus independence determined rule much figurehead mary asserts claim english throne threatening elizabeth sovereignty betrayal rebellion conspiracies within court imperil thrones change course history,"Biography,Drama,History"
tt7746590,home war home portugal yet young newly married wife lord von ketten determined make husband family abode inhospitable castle cliff northern italy homein north italy complete conflict episcopacy trent von ketten searches wife goes distant country portugal interfere political plans add fuel fire existing conflicts,"Drama,History"
tt9296214,ad huldrych zwingli begins preaching priest zurich plague affects looking death face god word carries survives encouraged turns zurich upside bible handwhile heinrich bullinger leo jud wait news huldrych zwingli bloody battle kappel albis young bullinger learns jud things could get far zwingli begins preach priest zurich plague attacks looking death face god word carries survives encouraged strengthened zwingli turns zurich upside bible hand desire make bible understandable people zwingli friends begin translate book popular speech however resistance even closest circle friends increases,"Biography,Drama,History"
tt7341810,imagined insight controversial secret trials conscientious objectors took place deptford town hall first second world wars explores themes nationalism heroism pride morality,"Drama,History"
tt7052244,true love captured villainous sheriff nottingham legendary robin hood crew outlaws execute daring rescue save,"Action,Adventure,History"
tt7390122,experimental musical movie eritrea,"Fantasy,History,Musical"
tt7025976,reign napoleon franois vidocq man escaped greatest penal colony country legend lowparisian fund left dead last spectacular escape expenal colony prisoner tries make forget traits single trader,"Adventure,Crime,History"
tt8929946,looks like nt plot summaries title yet first contribute click edit page button bottom page learn plot summary submission guide,"Action,Biography,Drama"
tt2993848,imperial guard three traitorous childhood friends ordered hunt get accidentally buried kept frozen time years later pass defrosted continuing battle left behind,"Action,Comedy,History"
tt4565230,see think awaken years passed since pogrom mesopotam albania years without angela television camera woman killed bloody night rioting years since ghostly deteriorated video footage keeps awake obsesses julien every night night february eve lottery insurgence vlora well known insurrection thrust albania spotlight capturing worlds attention days city vlora kilometers mesopotam reason going different one happened night today years later julien returns albania without television sponsorship determination understand reason wife angela died help old albanian collaborators try get deep sea impossible records police files visions beyond fear insinuation release terror,"History,Horror,Mystery"
tt9204152,princess seeks refuge convent escape arranged marriage young prince tries make sense station giant bird mysteriously appears centuries absence masla papanok ave mixes history myth memory magic reimagine spanish colonial period mindanao like never,"Drama,Fantasy,History"
tt7628846,fortuitous discovery egyptian document th century provides definitive key locating chalice last supper christ intense investigation leads us ages journey discover events shaped universal civilization means human,History
tt3385524,laurel hardy world famous comedy duo attempt reignite film careers embark becomes swan song grueling theatre tour postwar britainthe true story hollywood greatest comedy double act laurel hardy brought big screen first time starring steve coogan john reilly inimitable movie icons stan ollie heartwarming story would become pair triumphant farewell tour golden era long behind pair embark variety hall tour britain ireland despite pressures hectic schedule support wives lucille shirley henderson ida nina arianda formidable double act right pair love performing well endures secure place hearts adoring publicwith golden era long behind laurel hardy embark variety hall tour britain despite pressures hectic schedule pair love performing well endures secure place hearts adoring public,"Biography,Comedy,Drama"
tt7336470,true story luis buuel made third movie,"Animation,Biography,Drama"
tt8336974,september karel capek president tg masaryk meet gardens topolcianky castle decide fate joint literary work fiction film dialogue based quotes future book mutual correspondence considerably freeing original format literary conversation binding conventions capek masaryk reproach offend also ask key personal questions questions social functions writer politician respectively film two extraordinary men fact emotions sometimes powerful ideas even exceptional people,"Biography,Drama,History"
tt5697990,zanis lipke family efforts save jews world war ii rise child tragic historical situation,History
tt8908006,police hire convicted bank robber crack ministry interior vault final days hungarian revolution find inside quite different expectingthe keys vault ministry internal affairs lost confusion revolution hungary days battle independence violently put police pull former bank robber prison ask open uncrackable safe convict however finds something different behind vault door expected exciting plot unfolds full unexpected twists nothing one seem,"Crime,History,Thriller"
tt7654492,rage british colonization sri lanka continues civilians new hope new activists,"Biography,Drama,History"
tt8901940,second part trilogy life dominican playboy porfirio rubirosa,"Drama,History"
tt7231546,dreaded rich corrupt revered poor downtrodden kayamkulam kochunni robin hood sorts chronicles life times legendary th century highwayman rose humble beginnings,"Action,Drama,History"
tt6941770,following global financial crash four students travel andalucia investigate spain youth unemployment crisis,"Adventure,Comedy,Drama"
tt6466058,group determined midwestern women begin providing safe illegal abortions period drama based true storybased true story chicago imagine world abortion punishable prison getting birth control nearly impossible result women die every day taking matters hands pregnant student university chicago attempts take life rose cait cortelyou janice cody horn find doctor willing perform procedure secret save woman life sparked experience rose janice form jane collective secret organization help women obtain safe illegal abortions operating like spy network complete blindfolds code names janes help thousands women ca nt hide police forever,"Drama,History"
tt6931170,yoonyeong harboring feelings songhyeon friend wife finds divorced yoonyeong songhyeon take trip gunsan whim find lodging inn middleaged owner lives autistic daughter leave room four become starcrossed lovers city gunsan,"Drama,History,Mystery"
tt6864078,king christian iv denmark dying weak feeble travels towards copenhagen horse carriage see beloved capital one last time along way christian sends former wife kirsten munk held captive several years following violent divorce christian wants kirsten sign document states acts betrayal hoping restore good name return promises set free reunited woman loves loathes past set fire film dives tempestuous marriage christian kirsten falling love bitter hatred sin jealousy reconciliation,"Drama,History"
tt6283474,fascinating historical drama looks life czech schindler zdenek toman controversial figure unsavory politician dubious entrepreneur also savior hundreds european jews,"Biography,Drama,History"
tt5963314,chairman board man desperate woman clinging dream story sinatra never told ava gardner woman saved breaking based true storiesthe steel line sex tension palpable throughout harrowing heartstirring hollywood romance frank sinatra ava gardner sinatra former king swoon enchanted millions bobby soxers downturn career golden voice compromised hemorrhage vocal cords reputation lambasted press parade alleged mafia connections liberal sympathies extramarital affairs midst despair falls hard fast gardner mgm sultry starlet shares proclivities passion whiskey obstinacy sexual infidelities equal desire maintain interest mercurial gardner almost sacred infatuation aimed attaining role private angelo maggio columbia picture eternity sole ray hope salvaging career acknowledged long shot due questionable acting chops heretofore box office bombs sinatra actively campaigns role divorcing wife nancy entering sexually charged suspicionfilled marriage gardner marked infidelities ava abortions frank suicide attempts hapless romance parodied press play acclaimed director michael oblowitz impeccably stylized film using locations rome italy hollywood ca sinatra palm springs home bring frank ava life addition introducing rico simonini emily elicia low title roles film also features eric roberts lukas haas richard portnow domenick lombardozzi neil sandilands jonathan silverman terry moore legendary harry dean stanton last feature film appearance,"Biography,Drama,History"
