username,text,genre
tt8496418,"Meeting new people, visiting new places, new experiences and a break from working. A break from the restrictions in Korea.",Comedy
tt8486162,"A young man goes into hiding, after he's made infamous by fake news.",Comedy
tt8484614,A ghost Madhubala falls in love with a man Kishor Kumar. Things take an interesting turn when she expresses her feelings for him through a thief.,Comedy
tt8472870,"1 year after a meteor strike that wipes out half the population of earth and turns the remainder into zombies, doctor Martha king and a small group of survivors must find a cure before time runs out.",Comedy
tt8459332,Three mischievous college students end up rescuing a trafficked teenager. They end up hiding her in a village wada until the goons find them.,Comedy
tt8447664,"A young widow's mother in-law, tries to match make her with a much older rich man.",Comedy
tt8427098,My mother's story that can never be listened anymore,Comedy
tt8424862,"When a socially awkward Midwestern woman inherits a porn studio, she plans to take the money and run - until her dead father and a band of misfits force her to face her fears, and learn that misfits are people too.When a socially awkward Midwestern woman inherits a San Diego porn studio, she plans to take the money and run -- back to her reclusive existence --until her dead father and a band of misfits force her to face her fears, and learn that misfits are people too. Skin is the story of Blanche, a forty-something product of Minnesota. A would be writer, she has settled for the quiet, predictable life of a publisher's researcher in Minneapolis. But that's all about to change. Skin's driving force is Blanche's long-lost father, Spike - a born entrepreneur who made a small fortune in the LA/San Diego porn industry. While Spike is dead, that doesn't keep him from guiding Blanche on a strange journey, one chapter at a time from the DVD he left behind.",Comedy
tt8420254,"Bigfoot is on the loose and making headlines in rural Alabama. When the stakes get raised, outdoor enthusiast Bo McGraw clumsily attempts to capture the elusive creature.",Comedy
tt8416844,"1 Week after the Events of PAPERS X: CARBON COPY, The Princess of Construction goes rogue and takes over the Paper Army. Her actions spark a citywide panic of the impending Paper War.",Comedy
tt8396196,"This is a childhood story which took place in a village of the central Shaanxi plain in the late 1990s. In the context that students were judged by their grades, Ba-Wang Chaoguo, a student at a primary school, was a bad student in the eyes of his teachers and parents. Not recognized by his parents and teachers, Ba-Wang Chaoguo saw a big tree in the field as his own ""Home"". And he hid all of his favorite things in the tree. The nature of child caused many conflicts between Ba-Wang Chaoguo and adults' world until one day Miss Fen came to work as a teacher. Miss Fen appointed him as the librarian of the class. Also he became a good friend of the female teacher and his ""Home"" also became the female teacher's ""Home"". However, the good times didn't last long. The preferential treatment he received was changed after the arrival of Miss Fen's boyfriend......",Comedy
tt8377070,"A college freshman tries to win back his ex-girlfriend, Calamity, despite the best efforts of his lesbian roommate.",Comedy
tt8372838,"A young intern is offered the job of her dreams, but first she must face a killer office initiation.",Comedy
tt8368346,Two teenagers try to make the most of the last hour of the year.,Comedy
tt8355326,"A zero budget filmmaker living in a basement wants to make his first feature film, a comedy about two old friends having a misadventure waiting to take the train to the racetrack. But the film is stopped before it can even get started when he finds out he can't afford the town's permit fee to film on the train platform bench. He can't even sell his car which has starting issues to raise funds. So he's left to imagine the ""movie that could be"" that he plays out in his head with dolls.",Comedy
tt8331668,"In a world where immortality is achieved by drinking alcohol, having sex and partying every night, three friends in their hundreds (who don't look a day over eighteen) try to hold onto their youth in the face of a rapidly changing world.",Comedy
tt8318200,"Nominated ""Best International Feature"" at South Texas International Film Festival 2018A comedy about four best girl friends. Lila, Sammi, Gigi and Muscle. They have four completely different personalities and also four different point of views which define their lives, relationships and this particular friendship. Four different conflicting personalities managed by humor, will be tested when deep secrets that they kept hidden between them become revealed one by one. Their friendships now will be challenged, beyond what they ever thought was possible.",Comedy
tt8306702,"Susan, a woman in her 30s, is finding the mundane nature of her life catching up with her when she meets Annette, a woman over a decade younger than her, out in the middle of nowhere. What starts with a simple kiss becomes unexpected love.Susan has had her job to sustain her through a lonely existence, but now, in her 30s, even that barely keeps her going. Working for a land development company Susan's job takes her to various types of properties to analyze. One particular property is out in the middle of nowhere, but during her visit she is surprised to meet Annette, 20, wandering around out there. Turns out Annette used to live on this property and has ambitious aspirations about rekindling that sense of a rural existence. Complications arise however when the two find themselves interested, and then overwhelmingly attracted to one another, to the point that a love blossoms despite their differences. Nevertheless, the two both know deep down that Annette is inevitably going to leave town to pursue her hermit lifestyle and that the relationship is doomed to fail. But it's in these types of situations where we discover what truly matters in life and that which we must sacrifice in order to have what we need.",Comedy
tt8270774,"Two very unique families on a collision course find laughs, music, and love, and a few answers about what it means to be an American family in the 21st century.",Comedy
tt8258296,The Heroes of Destiny have taken on the task of protecting Mexico from danger. A new batch of recruits start their trials to see if they can join. Meanwhile an old enemy seeks out vengeance at a dark place. Can destiny prevail?,Comedy
tt8254452,How could the disappearance of a simple cat lead to the biggest financial crisis of all times? French documentary filmmaker Thomas Lafite went out looking for an answer: his film The Marvin Case thus explores one of the most incredible stories of the 21st century.,Comedy
tt8244262,"After living in London for 5 years, actress Jo Murphy is back in Dublin. Everyone expected her to make it. She expected to make it. But, she's back in Dublin trying to hide the fact she lives at home with her Mother and is working back at her old greasy cinema, Cine-Lux with her slime-ball manager. Jo has outgrown her old friends- or have they outgrown her? Jo wants to go camping for her birthday but no one will go with her. Actor, Stoney lives in Dublin and has never left. Stoney is broken-hearted over his ex-girlfriend. He owes his druggy-landlord a lot of money for hash and rent. Stoney has no money and he's just been chucked off the dole. Jo and Stoney are old acting comrades and bump into each other at an ad audition. Jo asks Stoney to go on a 'Spa Weekend' with her. She's lying. She wants him to go camping with her. With his landlord hot on his heels, Stoney jumps at the chance at a Spa Weekend. They road-trip it down the countryside with Stoney's landlord (unbeknownst to them) on their tail. Chaos ensues and we find out the real reason Jo is back from London.",Comedy
tt8204310,"Josh and Brennan are about to get married in Palm Springs on a lovely Saturday afternoon. However, the night before becomes a drunken, drug-fueled riot, because their friend Gerry has arrived, furious that their invitation says ""Please refrain from wearing bright colors or bold patterns."" In the struggle for equality, what do we really want? What do we lose? And is there any cocaine left?",Comedy
tt8188648,"Hilarious comedy about four hairstylists who make a living at the busy salon, Divas, but also build friendships and bonds that cannot be broken. Or can they?",Comedy
tt8176146,The lives of a few people get affected when ego clash erupts between a few cut-throat loan sharks.,Comedy
tt8171756,"Blending the bizarre and the banal, a quirky look at life in a remote place cutoff from the modern world.",Comedy
tt8156898,"Since he is unemployed, Julian is a real house-husband taking care of his daughter with love. He took on debts without telling his wife. To get out of it, he will improvise as an outlaw.",Comedy
tt8137788,Two Hollywood Producers try to save their dying careers by creating a blockbuster out of old movies and their warped imaginations. What they don't know is that they are being mined for their creative and technological ideas. The film was in production for 25 years and shot in seven states including Washington D.C. (Linklater eat your heart out!). Homages galore. The next Rocky Horror.,Comedy
tt8129908,"It looks like we don't have any Plot Summaries for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",Comedy
tt8129892,"It looks like we don't have any Plot Summaries for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",Comedy
tt8111654,"Mismatch - opposites detract!Mismatch is a comedy set in the studio of a small independent production company creating a test tape for a potential reality show pilot. But this pilot does not follow the traditional script, instead pairing contestants against type for confrontation rather than attraction. Cause with mismatch, opposites detract. The 11 contestants are goth, workaholic, sorority girl, conspiratist, knowit all, player, gossip, tweener sports guy, compulsive liar, cheapskate, and hippy chick.",Comedy
tt8108214,"Girl who changes her identity to escape from a sadist, falls in love with an easygoing guy. The sadist tries to find her and what happens next is the story.",Comedy
tt8079886,"""Simon's Quest"" is about Simon, a gay werewolf, who must come to terms with his condition in order to start dating again, or else condemn himself to a life alone. Set in a world wherein monsters are just starting to become publicly known, and their treatment is very much comparable to the way the LGBTQ+ community was treated in the late '90s in the US--accepted in some communities, but fiercely hated in others.",Comedy
tt8070936,"WESTERNIZED KOREANESS= HYBRIDIZATION AND, LOVE is a serie composed of 6 videos featuring archetypal characters, interpreters of «love-stories» in which we find the characteristics of Korean dramas.",Comedy
tt8070068,"'The Flea' is a comedy about the day in the life of a flea market manager. Set in an indoor flea market, Quentin Parker must deal with customers, vendors, and his boss as he struggles to survive one more day on the job.",Comedy
tt8047066,"Set in a grungy milieu, Four friends who share a bachelors hostel room land into trouble with a local politician's son and all his henchmen are behind them. Sachindi Ra Gorre which is in the crime-comedy genre, has a soul of its own with its unique characters and situations. The Telengana dialect used blends with the setting and the dialogues range from the hilarious to laugh-out-loud moments. The humour is situational and, though there is a lot of mayhem happening, there is absolutely no space for slapstick. This is probably the first film with indie sensibilities in tollywood.",Comedy
tt8036826,"Eugenio is a real state salesman who's facing a middle life crisis. Cornered by his boss's demands, his girlfriend, and his co workers, he decides to party the night out and ""forget about it all at least for one night."" Alone and drunk he stumbles into what it looks like a teapot that ended up having the power of granting three wishes. Eugenio is too drunk to make sense of what's happening and messes up his wishes which brings a hilarious chaos into his already chaotic life.",Comedy
tt8016572,"A sequel to the 2015 movie, ""Mummy Dearest, the movie tells the story of a young man, Chijioke Chinda, who was sent to his home town Port Harcourt to head his company's project.Knowing that he's becoming successful in life, he decides to propose to his girlfriend, Boma Koko. After that giant move, Boma begins to assume the position of a prospective wife which naturally does not sit well with Chijioke's mum, Rose Chinda. Hence, attention tussle ensues between the ladies and culminates with Chijioke and Boma's big wedding.",Comedy
tt9630184,"Snow White And The Seven Dwarfs is one of the popular fairy tales featuring various elements including, beautiful princess, Snow White, stepmother of Snow White, the magic mirror, the magical apple, the glass coffin, the Prince and the seven dwarfs.",Animation
tt9591836,"Join Finn and his dragon Haldor (both voiced by Kj Schrock) as they fly through the air on a one-of-the-kind adventure with classic bedtime stories along the way. This time, Finn and Haldor enjoy the incredible classic tale ""The Book of Dragons"".",Animation
tt9422468,"Spokesville is the bike's land. Speedy, the main character, is a mountain bike ready to be the leader when the gasoline engine comes to disturb the city. Speedy and his friends, Piñón, Gassy and Montana will fight against the annoying artifact to keep Spokesville clean.",Animation
tt9114282,Memento Civitas is an animated Stop Motion film that tells the story of a stuffed animal inside a world in which the problems of society are represented by extravagant characters and which is structured with a continuous look at existentialism. Memento Civitas means in essence 'Remember the Society'. The title is an allusion to look at all the faults that the human being has as a species and that reproduce and repeat cyclically. It urges the viewer to go back and see in what we have failed to rethink our mistakes and reflect on the issues they raise.,Animation
tt9070758,"A boy ends up in an underground world inhabited by mutant creatures, starting an adventure full of dangers and rock'n'roll.This is the story of Hector, a boy who gets kicked out of his band because he is not cool enough. On his way home, upset about the happening, he falls in a hole and ends up in an underground world, inhabited by many strange creatures. But it is in this weird place that he is going to find everything he was looking for: true friends and a rock'n'roll band that does not care about stereotypes, only the passion for music. The Under-Undergrounds, together, will have lots of fun adventures trying to help Hector finding his way back home. Tolerance, diversity, companionship and self-knowledge are values that our 'Rock Star Hero' will learn in order to be respected and loved by the 'Undergrounders'.",Animation
tt8840234,"Patu is an ancient legend of the Rapa Nui culture that was passed on from generation to generation through the oral and written narrative, of the dances and songs, body paintings and thread games. It is the first fiction spoken in our native language Rapa Nui and performed by local people",Animation
tt8777272,This animated film is based on true events that happened during the war between Iran and Iraq.,Animation
tt8744572,Fujiwara Manchester is a space adventurer living in XXVII century who need to fight with a terrible enemy and with the government for a power jewel that could lead to the destruction of the galaxy.,Animation
tt8640242,The greatest horror film ever made. As you've never experienced it before. NOSFERATU RE-ANIMATED,Animation
tt8502616,Its a story about a man in food service and him learning the views of other people in the food service indusry and how it is,Animation
tt8364460,Life interrupted by an alien invasion,Animation
tt7973342,"Pets sit and discuss what it's like being a pet while watching funny animal videos.When a pooch named Jerry, a sassy cat named Mandy and their squeaker buddy Frank the parrot are left home all alone, they do what any pet does when their owners go to work, Watch Funny Pets on TV! The three friends go at it to decide who is the funniest, craziest, wackiest pet in the animal kingdom, in this sequel to 2016's Funny Life of Pets. It's the purrfect movie for any pet lover!",Animation
tt7637836,"It's a dog world and in that dog world, THE DAWGS are a dysfunctional famous music group whose mission is to create great music, and spread goodwill, peace and love. However, everywhere they travel to play a concert gig, a strange mystery draws them in for an adventure. In this story, their lady friend, Silvia, is in trouble. Alex, the lead singer, is in love. And so, he convinces the other band members to help save Silvia from the evil rich mogul kidnapper. With a little magic from their wizard friend, Orpheus, the father of melody and a believer of the efficacy of song and voice in magic, they rescue Silvia. To celebrate, they put on a music concert to raise enough money to open a no kill ranch for the less fortunate dogs.",Animation
tt7575660,"Fifi and Lily are back for more fun and another amazing underwater adventure in fishtale reef. Join Trigger the seahorse, Kiki the pufferfish and their favorite teacher Professor Shark as they travel to locations under the sea meeting new and incredible characters along the way.",Animation
tt7575642,On a adventure that goes terribly wrong that causes the fish to change their priorities that causes the city to wonder about the town hero.,Animation
tt7575534,"Barney the Owl meets Scout and Axle. Barney goes on a journey with the pair to Imagination Land, which is a place where anything is possible. The characters tell their stories, which demonstrates where stories come from and also the creative process.",Animation
tt7575520,"Join Kibit and his friends as they dance to kids' favorite sing-a-longs like Old MacDonald, She'll Be Coming 'Round the Mountain, and Twinkle Twinkle. Kids of all ages will love to dance along and have fun as they watch Beavers, Frogs, Bees, Bunnies and other amazing creatures show off their dance skills.",Animation
tt7575480,Intergalactic space explorers travel to Earth where they meet a penguin and learn all about the Arctic.,Animation
tt5251862,"Detective is an upcoming 2016 Bangladeshi 3D computer animated fantasy-Suspense film 3D Creations & Direction Tapan Ahmed produced by Jaaz Multimedia.The film is based on Rabindranath Tagore's short story with the same name.Detective is the first animated film produced by Jaaz Multimedia and is the most expensive animated film to be produced in Bangladesh. Featuring the voices of Arifin Shuvoo,Nusrat Faria and Ali Raz, the film explores the life of a police detective.",Animation
tt10384542,"Two teenage brothers find themselves in the middle of the woods on their first day of work at an isolated pizzeria, where things are not what they seem to be. They find themselves in the realm beyond reason.",Animation
tt9310460,"Coconut the Little Dragon goes on a summer camp adventure which turns into a disaster when the wild Water Dragons and carnivorous plants come along to create chaos.This is going to be the best holiday ever. Coconut The Little Dragon is thrilled about going to summer camp with his best friends Oscar and Matilda. But due to wild Water Dragons and carnivorous plants, the adventure he wished for turns out tougher than expected.",Animation
tt8165450,"Young Jeni find out her collection of pennies can do real miracles she is at first thrilled. When evil circus lady- Maybelle the fortune teller tries to steal them she finds out quickly that sometimes you can judge a person on first sight.Not since Wizard of Oz and Sound of Music has an animation been so perfectly crafted for young hearts and minds. Two Pennies has it all. Circus strong men with hearts of Gold, Ringmasters with great compassion and wisdom. The Beanie Brothers circus is scrapping by trying to pickup whatever shows they can in the Tornado Belt during the great depression. Leave it up to Jeni and Mage to bring real sparkle to the mix with their two found treasures -1908 Indian Head Pennies. Not only can they do miracles but they transform lives as well. With songs like Miracles in the Bottle, Poppin Corn, Little Bear. it is easy to see why Two Pennies will be one of the most remembered movies of this century.",Animation
tt7367960,"A possessed Ninja doll teams up with a teenage boy to avenge the murder of a poor child factory worker.Aske is an average boy in seventh grade who just wants a peaceful life without being bothered by obstacles he faces daily. He has a crush on a girl named Jessica, who is one grade above him. His nerdy best friend is Oddyseus, and is being bullied by a boy who attends a special ed class named Glenn. Aske has a strained relationship with his stepfather Jørn and stepbrother Sune. Aske's life turns upside down one day when he gets a ninja doll as a gift for his 13th birthday by Uncle Stewart, who was on a vacation in Thailand earlier. He soon finds out that the ninja doll was possessed by a spirit belonging to a Japanese samurai named Taiko Nakamura who committed ritual suicide (seppuku) to save humanity from evil. The doll teams up with Aske to avenge the death of a Danish businessman named Phillip Eberfrø, who beat a poor boy to death in a sweatshop in Thailand. This puts Aske and his new friendship with this doll to the test, getting themselves ready for an adventure Aske never has been in before.",Animation
tt9472442,"Bamse's friends go on a quest to find the Thunderbell, the ingredient that makes Bamse strong. Meanwhile, Reinard pretends to be a good guy to supplant Bamse as the hero of the town and win the affections of Mickelina.",Animation
tt8255452,"A powerful king nearly lost his family due to the Snow Queen's evil deeds. He finds a way to ban all the magic from the world - all the possessors of magic powers are now trapped in Mirrorlands. The only one who can stop him and keep the fairy-tale in our world is Gerda - as her own biggest power is not magic but her faith in kindness and friendship. In Gerda's new adventures, she will be helped by trolls, pirates and even the Snow Queen herself.",Animation
tt7419412,"In a city rich in culture, personality and the self-promoting extrovert, two seemingly happy strangers share one thing in common - the well-hidden but debilitating symptoms of anxiety, depression and a distorted body image.",Animation
tt10837312,"Two chickens start a new chapter in their lives by learning a mysterious martial art. As they train, it is obvious they don't exactly fit in until evil weasels threaten the chickens' way of life, and the town has to band together to defeat them.",Animation
tt8483272,"A young mole must try to achieve his impossible dream of becoming a footballer in order to save his hometown gold mine from a greedy supervillain known only as 'The Boss'.Mungo Morrison is a young mole who is due to begin work at his proud father's side in their hometown's legendary gold mine. While his best friends are excited to be in the mine, Mungo secretly dreams of becoming a professional footballer. However, desperate not to upset his father, as well as being a small mole and unable to play football in bright light, Mungo sadly resigns himself to life as a miner. When the mine is forced to shut down after a mysterious accident, an evil and gold-obsessed supervillain known only as 'The Boss', attempts to bully the townsfolk into selling him the mine. Against all odds and with a little help from his whacky friends, Mungo begins an epic adventure of thrills, laughs, action and peril, as he hurtles towards the Wild Cup football finals in Russia and a final, breathtaking showdown with 'The Boss.'",Animation
tt9625242,"When evil M steals the water from Buenaventura and kidnaps Sara, Samuel and his friends board the powerful Knowledge Engine to set out on a dangerous adventure of epic proportions that will lead them to a distant and deadly world called Antares.",Animation
tt9517188,"A safe and peaceful town with all the villains put behind bars - thanks to our heroes. The kids are going about their lives like other children, at times finding it difficult to control their powers. It is only during a school trip when they run into the mysterious circus performer, Erma (Mehwish Hayat), that things start to heat up. Erma is a superhero from a parallel world, running and hiding from Babushka (Nimra Bucha), who is searching for her to take away her superpowers. The three vow to protect Erma, even turning against Deenu Chacha (Behroze Sabzwari), their mentor who gave them their powers in the first place. More twists follow as the children work selflessly for the greater good.",Animation
tt9069646,"Rubber, Scissors and Pencil leave the desk they live on to stop The Bear, who is planning to destroy them.",Animation
tt8595434,A couple of kids are trapped inside a retro grindhouse carnival of terror.,Animation
tt8560130,"The Space Guardians reunite to battle the villainous space moose, Tar Tar the Third.",Animation
tt8925540,"A spectacular sled race through the village. Frankie-Four-Eyes and his team, including Sophie as the driver, take on the newcomers: the mysterious and conceited Zac and his athletic cousin Charly. The fantastic sled designed by Frankie disintegrates right before crossing the finish line. It is a bitter loss for Frankie who refuses to accept that he might have made some building mistakes. Together with his friends, he manages to prove that Zac cheated during the race. Frankie demands a rematch; which Zac accepts on condition that Frankie build an entirely new race track. Frankie and his friends build a spectacular race track. Zac realizes he is up against a worthy opponent so he raises the stakes even more by cornering Frankie into betting the barn. As the two teams prepare for race day, Zac has no scruples about cheating even more to weight the outcome of the race in his favor. But Frankie and his team have a few surprises of their own in store for him.Ready, Set, Snow. Frankie and Sophie challenge newcomers Zac and Charlie to an epic sled race, only to break down right before the finish line. Convinced that Zac cheated, Frankie demands a rematch and raises the stakes by betting his team's clubhouse. Frankie and the gang build a spectacular new race track and the stage is set for the biggest race of the season.",Animation
tt3076510,"When the world is threatened by an evil supervillain, a teenager and his mentor team up to stop him.In a world of super-villains, evil schemes and global domination, someone has to take out the trash. Welcome to the world of Henchmen, third class. When a fresh-faced new recruit joins the Union of Evil, he is assigned to a motley crew of blue-collar workers led by fallen henchmen Hank. But when The Kid accidentally steals the super villain's ultimate weapon, Hank must break his risk-nothing code to save the boy he's befriended, even if it means becoming the one thing he has always avoided being: a hero.",Animation
tt4633694,"Teen Miles Morales becomes Spider-Man of his reality, crossing his path with five counterparts from other dimensions to stop a threat for all realities.Miles Morales is a New York teen struggling with school, friends and, on top of that, being the new Spider-Man. When he comes across Peter Parker, the erstwhile saviour of New York, in the multiverse, Miles must train to become the new protector of his city.Phil Lord and Christopher Miller, the creative minds behind The Lego Movie and 21 Jump Street, bring their unique talents to a fresh vision of a different Spider-Man Universe, with a groundbreaking visual style that's the first of its kind. ""Spider-Man(TM): Into the Spider-Verse"" introduces Brooklyn teen Miles Morales (Shameik Moore), and the limitless possibilities of the Spider-Verse, where more than one can wear the mask.Miles Morales is a teen from Brooklyn, struggling with own issues as he adjusts to a new school. On top of that, he must carry the mantel of being Spider-Man, as he meets various different versions of the iconic superhero in different forms, from different dimensions across the universe.Peter Parker is the only Spider-Man, except there are other Spider-Men out there: in the multiverse known as 'The Spider-Verse'. After down-on-his-luck teenager Miles Morales gets bitten by a radioactive spider, he sees Spider-Man stop the Kingpin's dimension-crossing super-collider; only to be killed by the Kingpin afterwards. Seeing his hero die before him, Miles vows to avenge the wall-crawler and destroy the collider once and for all. Unknown to Morales, there's another Peter Parker from another dimension.",Animation
tt8001346,"Getafix/Panoramix decides it's time to pass the magic potion recipe on to a young, trustworthy druid. He looks all over Gaul with Asterix and Obelix as Demonix is out to get the recipe.Following a fall during mistletoe picking, Druid Panoramix decides that it is time to secure the future of the village. Accompanied by Astérix and Obelix, he undertakes to travel the Gallic world in search of a talented young druid to transmit the Secret of the Magic Potion.When the Druid Panoramix falls from a tree on the floor, he breaks his foot and decides to find a young successor to teach the secret of the magic potion to keep the village protected. He travels through Gaul with Astérix, Obélix and his young apprentice Pectine seeking out a good druid to learn his secret. Meanwhile the evil Sulfurix becomes the advisor of the ambitious Teleferix expecting to learn the secret of the magic potion to negotiate with Cesar while the Roman troops attack the village that is protected only by the Gallic women.",Animation
tt9424462,"Larry the Reindeer thinks he can fill Santas shoes but he is about to get more than he bargained for. When a wicked Grump, accompanied by his robot sidekick Clank, casts a spell that allows Larry to switch places with Santa, the future of Christmas rests in one simple minded reindeers hooves.",Animation
tt9013842,"This Christmas fly through the north pole and into SANTALAND where Santa is ready to tell a cozy Christmas story to all his reindeer pals. Featuring classic Christmas tales including The Birds Christmas, Christmas under the snow, and many more. Get the fire going and enjoy a memorable Christmas with loveable stories for the whole family.",Animation
tt9416854,"Ebenezer Scrooge gets a visit from the Ghosts of Christmas Past, Present and Yet to Come, who work in order to change him from his greedy ways.",Animation
tt9647330,"When the paths of a gifted female student, a cellist, an autistic teenager, a police officer, a prostitute, a teacher and a dog are entwined the very night a human head is discovered, attempting to crack the intriguing case leads to keywords all starting with the letter 'G'. As the investigation continues, the complexity of the lives of Hong Kong people, the desperation faced by both locals and immigrants living in Hong Kong today are slowly uncovered and a suspenseful multifarious Hong Kong story is revealed.",Animation
tt9497146,"One year has passed since the events of Mobile Suit Gundam Unicorn and the Laplace's Box was opened. Following the conflict called the ""Laplace Incident"", the Neo Zeon remnant force known as the Sleeves is destroyed. Both the Banshee and Unicorn Gundam are sealed away from public consciousness, locked in secrecy and meant to be forgotten by history. However, sightings of another Gundam are suddenly being reported. The Unicorn Gundam 03 Phenex, thought to be lost since two years ago, has reappeared.",Animation
tt9334162,"After his swamp is filled with magical creatures, Shrek agrees to rescue Princess Fiona for a villainous lord in order to get his land back.",Animation
tt9348974,It's a story about special needs people and how unique and special they are in there own way,Animation
tt9349046,"13 years worth of animated madness, stitched together to form a single stream of nightmare consciousness. With a wealth of unseen material as well as familiar classics and remastered, rejigged, reanimated nuggets.",Animation
tt9296694,"It looks like we don't have any Plot Summaries for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",Animation
tt7961060,"Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before.",Animation
tt8426154,"When General Hotdog assembles his new pup recruits BooBear and Piper to learn all there is to know about the fascinating world of dogs, the two pups jump in their planes and go for a amazing learning adventure around the globe guided by their know-it-all friend Scuzzy Bot.",Animation
tt8426112,"Dive into the Pondemonium pond for a whole new adventure. Joe and all your favorite pond critters are back. When Bartle Bee and Cosmo get into a heap of trouble, it's up to the whole pond to come together to help save the day. In the end, the most important thing is love and friendship.",Animation
tt8425332,"In the spirit realm, Oogway fights against a bull adversary named Kai, who has defeated all the other kung fu masters in the realm and taken their chi. Oogway too is ensnared and has his chi stolen, but warns Kai that the Dragon Warrior, Po, will stop him. Kai takes this as a challenge to steal the Dragon Warrior's chi and returns to the mortal realm. Meanwhile, Master Shifu announces his retirement from teaching and passes the role of teacher to Po. An initially excited Po realizes that teaching kung fu is not as easy as anticipated, and the Furious Five are injured as a result. Po is demoralized because of his failure, but Shifu advises Po that instead of trying to be a teacher, he should try to be himself. Po returns home where he meets a panda, Li Shan, whom they both realize is his long-lost biological father. They quickly bond with each other, much to the jealousy of Po's adoptive father, Mr. Ping.",Animation
tt9266104,"On the morning of March 16, Koyomi washed his face, and then he feels like his shadow in a mirror looks at him. When he touches a mirror without thinking, he falls into the reverse world. Can he go back to the real world?",Animation
tt9266078,"Seven years after her father died in battle, Anemone finds herself on the same battlefield where he fell.",Animation
tt9252926,It's a story on life expectancies,Animation
tt2709692,"A grumpy Grinch plots to ruin Christmas for the village of Whoville.For their eighth fully animated feature, Illumination and Universal Pictures present The Grinch, based on Dr. Seuss' beloved holiday classic. The Grinch tells the story of a cynical grump who goes on a mission to steal Christmas, only to have his heart changed by a young girl's generous holiday spirit. Funny, heartwarming, and visually stunning, it's a universal story about the spirit of Christmas and the indomitable power of optimism. Academy Award® nominee Benedict Cumberbatch lends his voice to the infamous Grinch, who lives a solitary life inside a cave on Mt. Crumpet with only his loyal dog, Max, for company. With a cave rigged with inventions and contraptions for his day-to-day needs, the Grinch only sees his neighbors in Whoville when he runs out of food. Each year at Christmas they disrupt his tranquil solitude with their increasingly bigger, brighter, and louder celebrations. When the Whos declare they are going to make Christmas three times bigger this year, the Grinch realizes there is only one way for him to gain some peace and quiet: he must steal Christmas. To do so, he decides to pose as Santa Claus on Christmas Eve, even going so far as to trap a lackadaisical misfit reindeer to pull his sleigh. Meanwhile, down in Whoville, Cindy-Lou Who, a young girl overflowing with holiday cheer, plots with her gang of friends to trap Santa Claus as he makes his Christmas Eve rounds so that she can thank him for help for her overworked single mother. As Christmas approaches, however, her good-natured scheme threatens to collide with the Grinch's more nefarious one. Will Cindy-Lou achieve her goal of finally meeting Santa Claus? Will the Grinch succeed in silencing the Whos' holiday cheer once and for all? Find out, Christmas season 2018.In the town of Whoville, human-like creatures called Whos are filled with excitement about celebrating Christmas. The only one who isn't amused is a cantankerous, green furred creature called The Grinch, who has a heart ""two sizes too small"" and lives in a cave on the top of Mount Crumpit just north of Whoville. The Grinch's only friend is his loyal pet dog Max and they both only visit Whoville when the Grinch needs to buy food and do bad things. Meanwhile, 6-year-old Cindy Lou Who notices that her mother Donna is overworked trying to take care of herself and her twin infant brothers, Buster and Bean. She at first decides to send a letter to Santa Claus to help her mother but after encountering the Grinch, who sarcastically says that she'll have to talk to Santa face-to-face about it, she eventually decides to try and trap Santa with the help of her friends..",Animation
tt1842422,Christmas animated horror movie.,Animation
tt8535852,A Frozen Christmas 3: Party Time! will entertain kids with classic Christmas songs and delightful holiday music. Sing and dance to your favorite Christmas tunes!,Animation
tt8535848,Gobbles can't wait for the most magical day of the year to arrive! Thanksgiving! So Gobbles invites all his best friends together for a turkey-tastic Thanksgiving sing and dance party in Turkey Town.,Animation
